City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition
237,Neryungri,RU,2022-05-22 21:12:26,56.6709,124.6491,33.78,95,97,1.68,overcast clouds
238,Araouane,ML,2022-05-22 21:12:27,18.9048,-3.5265,92.97,7,0,10.42,clear sky
239,Buala,SB,2022-05-22 21:19:33,-8.145,159.5921,82.02,76,10,4.68,clear sky
240,Kahului,US,2022-05-22 21:11:47,20.8947,-156.47,87.82,56,0,20.71,clear sky
241,Hambantota,LK,2022-05-22 21:05:20,6.1241,81.1185,79.32,84,86,17.07,overcast clouds
242,Kodiak,US,2022-05-22 21:19:33,57.79,-152.4072,47.71,81,100,17.27,overcast clouds
243,Cabra,ES,2022-05-22 21:12:27,37.4725,-4.4421,70.66,61,0,5.01,clear sky
244,Cap Malheureux,MU,2022-05-22 21:10:33,-19.9842,57.6142,71.47,79,5,5.01,light rain
245,Provideniya,RU,2022-05-22 21:19:34,64.3833,-173.3,51.91,58,0,18.01,clear sky
246,Taoudenni,ML,2022-05-22 21:19:34,22.6783,-3.9836,93.97,9,0,10.27,clear sky
247,Tuatapere,NZ,2022-05-22 21:19:35,-46.1333,167.6833,44.29,83,59,7.83,broken clouds
248,Vagur,FO,2022-05-22 21:10:33,61.4732,-6.8119,47.66,87,23,4.63,few clouds
249,Hovd,MN,2022-05-22 21:19:35,48.0056,91.6419,62.24,21,99,1.66,overcast clouds
250,Troitskoye,RU,2022-05-22 21:12:28,52.9821,84.6757,54.82,61,24,13.85,few clouds
251,Berbera,SO,2022-05-22 21:12:29,10.4396,45.0143,87.55,56,100,2.91,overcast clouds
252,Hirado,JP,2022-05-22 21:12:29,33.3597,129.5531,64.38,80,100,3.78,overcast clouds
253,Sokoto,NG,2022-05-22 21:12:29,13.0609,5.239,82.8,48,96,16.42,overcast clouds
254,Sovetskiy,RU,2022-05-22 21:12:30,61.3614,63.5842,36.54,97,100,9.53,overcast clouds
255,Shimoda,JP,2022-05-22 21:19:36,34.6667,138.95,66.02,81,15,8.3,few clouds
256,Cockburn Town,TC,2022-05-22 21:10:04,21.4612,-71.1419,82.36,69,40,17.27,scattered clouds
257,Egvekinot,RU,2022-05-22 21:12:30,66.3167,-179.1667,45.77,51,99,0.43,overcast clouds
258,Camocim,BR,2022-05-22 21:12:30,-2.9022,-40.8411,77.13,88,64,5.41,broken clouds
259,Tura,IN,2022-05-22 21:12:31,25.5198,90.2201,72.09,93,82,2.17,broken clouds
260,Bonavista,CA,2022-05-22 21:19:37,48.6499,-53.1147,53.02,70,100,13.87,overcast clouds
261,Klaksvik,FO,2022-05-22 21:19:37,62.2266,-6.589,50.92,90,36,5.23,scattered clouds
262,Oyo,NG,2022-05-22 21:12:31,7.85,3.9333,73.18,95,100,4.81,overcast clouds
263,Cuamba,MZ,2022-05-22 21:12:32,-14.8031,36.5372,66.18,66,24,2.75,few clouds
264,Rio Claro,BR,2022-05-22 21:12:32,-22.4114,-47.5614,60.51,55,0,2.1,clear sky
265,Coahuayana,MX,2022-05-22 21:12:32,18.7333,-103.6833,88.36,51,0,8.63,clear sky
266,Minas,UY,2022-05-22 21:11:26,-34.3759,-55.2377,54.45,75,80,5.32,broken clouds
267,Ponta Do Sol,PT,2022-05-22 21:19:38,32.6667,-17.1,68.72,81,17,3.6,few clouds
268,Roma,US,2022-05-22 21:12:33,43.2128,-75.4557,69.96,90,100,14.97,overcast clouds
269,Bubaque,GW,2022-05-22 21:12:33,11.2833,-15.8333,78.33,75,59,15.84,broken clouds
270,Santa Isabel Do Rio Negro,BR,2022-05-22 21:19:38,-0.4139,-65.0192,80.76,80,100,1.39,overcast clouds
271,Maltahohe,NA,2022-05-22 21:12:34,-24.8333,16.9833,52.86,51,18,8.03,few clouds
272,Topeka,US,2022-05-22 21:11:49,39.0483,-95.678,69.89,38,0,12.66,clear sky
273,Jiaocheng,CN,2022-05-22 21:12:34,24.6774,116.1389,69.76,99,100,1.1,overcast clouds
274,Rawson,AR,2022-05-22 21:19:39,-43.3002,-65.1023,51.13,46,100,13.33,overcast clouds
275,Lannion,FR,2022-05-22 21:12:35,48.75,-3.4167,59.54,96,100,4.61,overcast clouds
276,Kirtipur,NP,2022-05-22 21:12:35,27.6667,85.2833,66.13,88,75,2.3,broken clouds
277,Springfield,US,2022-05-22 21:10:29,37.2153,-93.2982,61.34,59,100,11.5,overcast clouds
278,Lander,US,2022-05-22 21:12:36,42.833,-108.7307,55.11,40,0,8.05,clear sky
279,Port Blair,IN,2022-05-22 21:19:40,11.6667,92.75,84.24,79,75,11.5,mist
280,Pastos Bons,BR,2022-05-22 21:12:36,-6.6017,-44.0767,80.82,57,100,4.38,overcast clouds
281,Bengkulu,ID,2022-05-22 21:19:40,-3.8004,102.2655,75.69,90,40,3.22,scattered clouds
282,Terpinnya,UA,2022-05-22 21:12:37,46.9697,35.4197,51.08,84,7,8.63,clear sky
283,Lasa,IT,2022-05-22 21:09:59,46.6166,10.7002,59.36,91,100,3.83,overcast clouds
284,Chumphon,TH,2022-05-22 21:12:37,10.3333,98.8333,73.96,91,100,8.46,overcast clouds
285,Westport,US,2022-05-22 21:12:37,41.1415,-73.3579,93.43,58,0,14.97,clear sky
286,Verkhnyaya Inta,RU,2022-05-22 21:12:38,65.9811,60.3094,34.03,91,100,19.24,overcast clouds
287,Brewster,US,2022-05-22 21:12:38,41.3973,-73.6171,92.41,53,0,9.22,clear sky
288,Luderitz,NA,2022-05-22 21:19:41,-26.6481,15.1594,59.23,63,19,7.65,few clouds
289,Ulladulla,AU,2022-05-22 21:12:38,-35.35,150.4667,54.37,85,100,8.14,light rain
290,Haines Junction,CA,2022-05-22 21:10:35,60.7522,-137.5108,51.75,43,100,6.08,overcast clouds
291,Melilla,ES,2022-05-22 21:12:39,35.2937,-2.9383,75.58,43,0,10.36,clear sky
292,Wainwright,CA,2022-05-22 21:11:24,52.839,-110.8572,58.98,31,100,9.44,overcast clouds
293,Japura,ID,2022-05-22 21:12:39,-0.3167,102.35,74.05,99,94,1.63,overcast clouds
294,Lulea,SE,2022-05-22 21:12:40,65.5842,22.1547,50.07,66,0,2.3,clear sky
295,Camacha,PT,2022-05-22 21:12:40,33.0833,-16.3333,63.82,72,40,12.66,scattered clouds
296,Mecca,SA,2022-05-22 21:09:25,21.4267,39.8261,86.0,37,0,5.3,clear sky
297,Lenine,UA,2022-05-22 21:12:41,45.2986,35.7771,55.71,81,55,10.04,broken clouds
298,Sistranda,NO,2022-05-22 21:19:42,63.7256,8.834,53.56,85,100,13.06,light rain
299,Wajima,JP,2022-05-22 21:19:43,37.4,136.9,59.49,86,78,12.71,broken clouds
300,Lazaro Cardenas,MX,2022-05-22 21:19:43,17.9583,-102.2,83.66,62,15,11.23,few clouds
301,Buchanan,LR,2022-05-22 21:09:16,5.8808,-10.0467,77.52,86,100,7.23,light rain
302,Salym,RU,2022-05-22 21:12:41,60.0625,71.4789,43.81,87,100,7.36,light rain
303,Zangakatun,AM,2022-05-22 21:12:42,39.8212,45.0406,56.41,48,83,4.97,broken clouds
304,Lejanias,CO,2022-05-22 21:12:42,3.5251,-74.0216,77.22,78,63,6.73,broken clouds
305,Yar-Sale,RU,2022-05-22 21:19:44,66.8333,70.8333,33.17,92,100,27.38,overcast clouds
306,Horadiz,AZ,2022-05-22 21:11:07,39.4488,47.3353,68.97,48,100,3.8,overcast clouds
307,Karratha,AU,2022-05-22 21:12:42,-20.7377,116.8463,77.25,75,99,6.13,overcast clouds
308,Ukiah,US,2022-05-22 21:09:36,39.1502,-123.2078,84.43,31,0,10.36,clear sky
309,Kovdor,RU,2022-05-22 21:12:43,67.5662,30.4758,34.18,99,100,2.48,light snow
310,Jiuquan,CN,2022-05-22 21:12:43,39.7432,98.5174,60.55,30,5,3.94,clear sky
311,Yokadouma,CM,2022-05-22 21:08:06,3.5167,15.05,70.63,97,95,1.97,light rain
312,Colac,AU,2022-05-22 21:12:43,-38.3333,143.5833,46.83,97,6,3.94,clear sky
313,Oranjestad,AW,2022-05-22 21:12:44,12.524,-70.027,85.95,66,20,25.32,few clouds
314,Honiara,SB,2022-05-22 21:12:44,-9.4333,159.95,80.89,77,2,3.53,clear sky
315,Cabo San Lucas,MX,2022-05-22 21:11:35,22.8909,-109.9124,85.6,47,0,11.5,clear sky
316,Asyut,EG,2022-05-22 21:12:44,27.181,31.1837,73.94,22,0,8.28,clear sky
317,Lac Du Bonnet,CA,2022-05-22 21:12:45,50.2536,-96.0612,56.1,35,8,4.92,clear sky
318,Katherine,AU,2022-05-22 21:12:45,-14.4667,132.2667,64.72,68,99,5.75,overcast clouds
319,Matanza,CO,2022-05-22 21:12:45,7.3223,-73.0152,70.43,75,23,3.38,few clouds
320,Gazanjyk,TM,2022-05-22 21:12:46,39.2446,55.5154,71.11,34,3,15.66,clear sky
321,Tezu,IN,2022-05-22 21:12:46,27.9167,96.1667,70.97,82,12,4.52,few clouds
322,Clyde River,CA,2022-05-22 21:19:45,70.4692,-68.5914,19.63,93,100,27.63,light snow
323,Alghero,IT,2022-05-22 21:19:46,40.5589,8.3181,62.69,88,0,1.14,clear sky
324,Sur,OM,2022-05-22 21:16:33,22.5667,59.5289,91.4,43,0,14.07,clear sky
325,Pochutla,MX,2022-05-22 21:12:47,15.7432,-96.4661,88.83,45,0,10.18,clear sky
326,Tazovskiy,RU,2022-05-22 21:10:20,67.4667,78.7,35.47,95,100,15.9,overcast clouds
327,Masakin,TN,2022-05-22 21:09:16,35.7292,10.5808,74.66,69,0,3.44,clear sky
328,Orlik,RU,2022-05-22 21:12:47,52.5178,99.825,49.75,62,90,2.91,overcast clouds
329,Richards Bay,ZA,2022-05-22 21:19:47,-28.783,32.0377,62.47,88,100,17.02,moderate rain
330,Parnarama,BR,2022-05-22 21:12:48,-5.6817,-43.0933,76.37,78,41,2.42,scattered clouds
331,Nuuk,GL,2022-05-22 21:19:47,64.1835,-51.7216,36.21,80,75,36.82,light shower sleet
332,Naze,JP,2022-05-22 21:16:45,28.3667,129.4833,65.32,71,100,3.74,moderate rain
333,Kyakhta,RU,2022-05-22 21:12:48,50.3508,106.4494,53.8,49,96,3.74,overcast clouds
334,Batetskiy,RU,2022-05-22 21:12:49,58.6461,30.3027,35.47,65,0,4.34,clear sky
335,Hasaki,JP,2022-05-22 21:05:19,35.7333,140.8333,59.29,89,100,13.73,overcast clouds
336,Vila Franca Do Campo,PT,2022-05-22 21:19:47,37.7167,-25.4333,70.2,94,87,3.58,overcast clouds
337,Usinsk,RU,2022-05-22 21:12:49,65.9939,57.5281,32.47,93,100,29.1,light snow
338,San Luis,AR,2022-05-22 21:19:48,-33.295,-66.3356,64.76,33,90,8.5,overcast clouds
339,Mpwapwa,TZ,2022-05-22 21:12:50,-6.35,36.4833,62.53,92,31,4.09,scattered clouds
340,Bandarbeyla,SO,2022-05-22 21:07:54,9.4942,50.8122,80.62,85,65,21.05,broken clouds
341,Lata,PT,2022-05-22 21:12:50,40.1629,-8.3327,65.07,92,77,3.98,broken clouds
342,Banda Aceh,ID,2022-05-22 21:09:14,5.5577,95.3222,80.74,78,100,13.6,overcast clouds
343,Ust-Ishim,RU,2022-05-22 21:12:51,57.6935,71.1665,40.23,93,100,4.63,overcast clouds
344,Namibe,AO,2022-05-22 21:12:51,-15.1961,12.1522,68.65,76,0,4.65,clear sky
345,Korcula,HR,2022-05-22 21:12:51,42.9622,17.1369,69.73,76,38,2.44,scattered clouds
346,Sao Filipe,CV,2022-05-22 21:19:49,14.8961,-24.4956,71.85,78,8,9.28,clear sky
347,Obihiro,JP,2022-05-22 21:12:52,42.9172,143.2044,55.54,83,98,1.9,overcast clouds
348,Nhulunbuy,AU,2022-05-22 21:12:52,-12.2333,136.7667,77.61,94,100,3.44,overcast clouds
349,Zarya,RU,2022-05-22 21:12:53,55.7553,38.0958,41.38,77,32,4.54,scattered clouds
350,Kruisfontein,ZA,2022-05-22 21:19:49,-34.0033,24.7314,51.89,76,100,3.67,overcast clouds
351,Ordu,TR,2022-05-22 21:12:53,40.9086,37.6845,52.3,85,84,3.36,light rain
352,Tigil,RU,2022-05-22 21:12:53,57.8,158.6667,50.0,61,22,7.29,few clouds
353,Dawlatabad,AF,2022-05-22 21:12:54,36.4141,64.9053,63.52,30,0,5.01,clear sky
354,Vercelli,IT,2022-05-22 21:12:54,45.3231,8.4153,73.13,84,100,1.05,light rain
355,Jambi,ID,2022-05-22 21:12:54,-1.6,103.6167,74.41,99,94,2.86,light rain
356,Muisne,EC,2022-05-22 21:12:54,0.6,-80.0333,79.27,86,98,10.29,light rain
357,Floro,NO,2022-05-22 21:12:55,61.5996,5.0328,55.36,71,75,13.8,broken clouds
358,Wageningen,NL,2022-05-22 21:12:55,51.9667,5.6667,63.05,67,100,4.61,overcast clouds
359,Georgetown,MY,2022-05-22 21:16:31,5.4112,100.3354,80.53,93,20,3.44,few clouds
360,Mbekenyera,TZ,2022-05-22 21:19:50,-10.0,38.9833,68.36,75,28,3.65,scattered clouds
361,Guerrero Negro,MX,2022-05-22 21:19:51,27.9769,-114.0611,68.4,55,0,16.93,clear sky
362,Port Said,EG,2022-05-22 21:12:56,31.2565,32.2841,69.8,76,0,18.5,clear sky
363,Mokhsogollokh,RU,2022-05-22 21:12:56,61.4681,128.9203,44.46,83,100,1.1,light rain
364,Ahipara,NZ,2022-05-22 21:09:51,-35.1667,173.1667,61.07,68,100,11.32,overcast clouds
365,Goya,AR,2022-05-22 21:12:56,-29.14,-59.2626,63.09,67,0,5.5,clear sky
366,Namatanai,PG,2022-05-22 21:15:51,-3.6667,152.4333,81.1,67,48,10.36,scattered clouds
367,Kindu,CD,2022-05-22 21:12:57,-2.95,25.95,69.42,99,73,1.54,light rain
368,Adrar,MR,2022-05-22 21:12:57,20.5022,-10.0711,92.84,11,87,7.87,overcast clouds
369,Pedro Juan Caballero,PY,2022-05-22 21:12:57,-22.5472,-55.7333,66.16,59,0,2.3,clear sky
370,Bani,DO,2022-05-22 21:12:58,18.2833,-70.3333,82.85,65,37,12.24,scattered clouds
371,Najran,SA,2022-05-22 21:19:52,17.4924,44.1277,77.65,12,0,2.15,clear sky
372,Caravelas,BR,2022-05-22 21:10:11,-17.7125,-39.2481,70.43,77,3,5.53,clear sky
373,Horni Briza,CZ,2022-05-22 21:12:58,49.8401,13.3556,55.98,67,86,1.99,overcast clouds
374,Blind River,CA,2022-05-22 21:12:58,46.1834,-82.9582,50.77,53,82,14.52,broken clouds
375,Jimenez,MX,2022-05-22 21:12:59,28.3333,-105.4,96.69,12,91,4.7,overcast clouds
376,Santa Maria Da Vitoria,BR,2022-05-22 21:12:59,-13.3947,-44.1886,77.36,40,15,4.83,few clouds
377,Puerto Cabezas,NI,2022-05-22 21:13:00,14.0351,-83.3888,79.0,86,100,10.33,light rain
378,Kaniama,CD,2022-05-22 21:13:00,-7.5667,24.1833,72.88,66,97,3.09,overcast clouds
379,Acarau,BR,2022-05-22 21:19:53,-2.8856,-40.12,78.13,85,32,7.2,scattered clouds
380,Dalvik,IS,2022-05-22 21:13:00,65.9702,-18.5286,38.35,96,100,5.91,overcast clouds
381,Vanavara,RU,2022-05-22 21:13:01,60.34,102.2797,43.14,93,17,3.29,few clouds
382,Frontera,MX,2022-05-22 21:13:01,26.9333,-101.45,73.15,83,100,12.66,overcast clouds
383,Barranca,PE,2022-05-22 21:13:02,-10.75,-77.7667,67.21,75,9,6.91,clear sky
384,Yerbogachen,RU,2022-05-22 21:19:53,61.2767,108.0108,46.26,92,76,2.8,broken clouds
385,Leh,IN,2022-05-22 21:19:53,34.1667,77.5833,44.65,53,98,7.76,overcast clouds
386,Gouyave,GD,2022-05-22 21:13:02,12.1646,-61.7296,79.38,76,86,14.67,overcast clouds
387,Ariquemes,BR,2022-05-22 21:13:03,-9.9133,-63.0408,82.04,66,20,1.66,few clouds
388,Panlaitan,PH,2022-05-22 21:13:03,12.1191,119.8486,80.82,83,100,9.24,light rain
389,Ati,TD,2022-05-22 21:13:03,13.2154,18.3353,91.04,12,99,14.81,overcast clouds
390,Coolum Beach,AU,2022-05-22 21:13:04,-26.5333,153.1,63.34,98,91,11.95,overcast clouds
391,Honggang,CN,2022-05-22 21:13:04,46.4667,124.8667,64.36,36,63,12.44,broken clouds
392,Vanimo,PG,2022-05-22 21:13:04,-2.6741,141.3028,77.99,87,88,4.21,overcast clouds
393,Donskoye,RU,2022-05-22 21:13:05,45.4552,41.9741,57.33,94,36,6.2,scattered clouds
394,Leninskoye,KZ,2022-05-22 21:13:05,41.7589,69.3864,49.75,61,95,3.36,overcast clouds
395,Kibre Mengist,ET,2022-05-22 21:13:05,5.8833,38.9833,57.11,97,93,2.68,overcast clouds
396,Isangel,VU,2022-05-22 21:19:54,-19.55,169.2667,77.11,94,40,0.0,scattered clouds
397,Narsaq,GL,2022-05-22 21:19:55,60.9167,-46.05,39.42,99,100,6.73,light rain
398,Trinidad,BO,2022-05-22 21:13:06,-14.8333,-64.9,77.58,68,62,2.84,broken clouds
399,Turukhansk,RU,2022-05-22 21:13:06,65.8167,87.9833,52.0,75,87,5.32,overcast clouds
400,Sakakah,SA,2022-05-22 21:13:07,29.9697,40.2064,79.29,26,1,21.23,clear sky
401,Beloha,MG,2022-05-22 21:13:07,-25.1667,45.05,64.67,91,5,6.04,clear sky
402,Dashitou,CN,2022-05-22 21:13:07,43.3067,128.5114,49.06,71,7,3.65,clear sky
403,Taft,IR,2022-05-22 21:13:07,31.7471,54.2088,64.35,14,0,4.61,dust
404,Chake Chake,TZ,2022-05-22 21:13:08,-5.2459,39.7666,76.75,81,100,10.25,overcast clouds
405,Anadyr,RU,2022-05-22 21:19:56,64.75,177.4833,48.7,66,0,6.71,clear sky
406,Dingle,PH,2022-05-22 21:19:56,10.9995,122.6711,76.57,87,100,3.8,overcast clouds
407,Mackenzie,CA,2022-05-22 21:13:08,55.2999,-123.1698,65.89,27,69,10.0,broken clouds
408,Mbarara,UG,2022-05-22 21:13:09,-0.608,30.65,63.95,88,80,2.39,broken clouds
409,Kolyvan,RU,2022-05-22 21:13:09,55.3053,82.7391,56.82,56,100,17.13,overcast clouds
410,Angren,UZ,2022-05-22 21:13:09,41.0167,70.1436,49.19,82,93,4.12,overcast clouds
411,Savannah Bight,HN,2022-05-22 21:13:10,16.45,-85.85,82.54,76,100,19.89,overcast clouds
412,Vao,NC,2022-05-22 21:13:10,-22.6667,167.4833,75.04,87,87,9.57,overcast clouds
413,Jiaxing,CN,2022-05-22 21:13:10,30.7522,120.75,65.1,83,100,6.58,overcast clouds
414,Mackay,AU,2022-05-22 21:13:11,-21.15,149.2,68.68,84,83,13.13,broken clouds
415,Komsomolskiy,UZ,2022-05-22 21:19:57,40.4272,71.7189,52.52,87,100,0.0,overcast clouds
416,Olafsvik,IS,2022-05-22 21:13:12,64.8945,-23.7142,44.94,65,0,12.44,clear sky
417,Bani Walid,LY,2022-05-22 21:13:12,31.7566,13.9942,68.34,32,0,8.95,clear sky
418,Rodeo,US,2022-05-22 21:13:12,38.033,-122.2669,90.1,40,0,9.22,clear sky
419,Vigeland,NO,2022-05-22 21:13:13,58.0844,7.305,54.95,83,100,4.45,overcast clouds
420,Batsfjord,NO,2022-05-22 21:13:13,70.6345,29.7185,39.13,93,75,6.91,broken clouds
421,Matehuala,MX,2022-05-22 21:13:13,23.65,-100.65,88.7,20,16,19.71,few clouds
422,Nanortalik,GL,2022-05-22 21:19:58,60.1432,-45.2371,37.29,96,99,8.75,overcast clouds
423,Serenje,ZM,2022-05-22 21:13:14,-13.2325,30.2352,59.56,89,93,2.08,overcast clouds
424,Te Anau,NZ,2022-05-22 21:13:14,-45.4167,167.7167,38.08,90,13,0.31,few clouds
425,Jaguaruna,BR,2022-05-22 21:13:14,-28.615,-49.0256,58.82,80,100,0.65,overcast clouds
426,Krasnyy Chikoy,RU,2022-05-22 21:13:15,50.3643,108.7512,48.97,78,100,1.01,overcast clouds
427,Havre-Saint-Pierre,CA,2022-05-22 21:13:15,50.2334,-63.5986,48.51,90,100,12.46,overcast clouds
428,Half Moon Bay,US,2022-05-22 21:15:15,37.4636,-122.4286,88.57,68,0,20.71,haze
429,Bathsheba,BB,2022-05-22 21:19:59,13.2167,-59.5167,83.01,74,40,18.41,scattered clouds
430,Sola,VU,2022-05-22 21:13:16,-13.8833,167.55,81.27,83,40,0.0,scattered clouds
431,Selma,US,2022-05-22 21:13:16,36.5708,-119.6121,89.65,24,9,9.69,clear sky
432,Inta,RU,2022-05-22 21:13:16,66.0317,60.1659,33.93,91,100,20.6,overcast clouds
433,Hobyo,SO,2022-05-22 21:19:59,5.3505,48.5268,80.11,83,100,29.01,overcast clouds
434,Morant Bay,JM,2022-05-22 21:13:17,17.8815,-76.4093,81.75,72,100,10.29,overcast clouds
435,Senanga,ZM,2022-05-22 21:13:17,-16.1167,23.2667,52.48,35,0,4.97,clear sky
436,Giyani,ZA,2022-05-22 21:13:17,-23.3025,30.7187,55.31,93,4,6.6,light rain
437,Damaturu,NG,2022-05-22 21:13:18,11.747,11.9608,90.23,18,50,1.41,scattered clouds
438,Olga,RU,2022-05-22 21:13:18,43.7444,135.2892,46.76,94,68,8.32,broken clouds
439,Ketchikan,US,2022-05-22 21:13:19,55.3422,-131.6461,55.87,67,20,14.97,few clouds
440,Camabatela,AO,2022-05-22 21:13:19,-8.1881,15.375,62.64,85,52,2.68,broken clouds
441,Gizo,SB,2022-05-22 21:20:00,-8.103,156.8419,82.36,76,24,6.35,few clouds
442,Ixtapa,MX,2022-05-22 21:10:42,20.7,-105.2,79.83,69,0,11.5,clear sky
443,Springville,US,2022-05-22 21:13:20,40.1652,-111.6107,69.1,17,40,4.61,scattered clouds
444,Grand Gaube,MU,2022-05-22 21:13:20,-20.0064,57.6608,73.8,79,5,5.01,light rain
445,Kulhudhuffushi,MV,2022-05-22 21:13:20,6.6221,73.07,83.16,78,34,15.26,scattered clouds
446,Gallup,US,2022-05-22 21:13:21,35.5281,-108.7426,76.84,14,0,24.16,clear sky
447,Saint-Lo,FR,2022-05-22 21:13:21,49.1162,-1.0903,61.23,96,100,4.18,overcast clouds
448,Hudson Bay,CA,2022-05-22 21:13:21,52.85,-102.3842,61.09,30,98,10.65,overcast clouds
449,Quatre Cocos,MU,2022-05-22 21:20:02,-20.2078,57.7625,73.51,68,32,14.72,scattered clouds
450,Cabedelo,BR,2022-05-22 21:20:03,-6.9811,-34.8339,79.47,82,23,17.45,few clouds
451,Morshyn,UA,2022-05-22 21:13:22,49.1565,23.8723,47.19,92,85,6.73,overcast clouds
452,Aguimes,ES,2022-05-22 21:13:22,27.9054,-15.4461,67.66,73,75,24.16,broken clouds
453,Inzer,RU,2022-05-22 21:13:22,54.2167,57.5556,36.05,97,97,4.23,overcast clouds
454,Codrington,AU,2022-05-22 21:20:04,-38.2667,141.9667,43.43,92,2,7.56,clear sky
455,Beringovskiy,RU,2022-05-22 21:20:04,63.05,179.3167,41.32,74,99,9.13,overcast clouds
456,Salalah,OM,2022-05-22 21:20:05,17.0151,54.0924,84.29,84,75,6.91,broken clouds
457,Chokurdakh,RU,2022-05-22 21:17:31,70.6333,147.9167,32.49,100,100,1.63,light snow
458,Kuryk,KZ,2022-05-22 21:13:23,43.2,51.65,60.69,57,0,14.41,clear sky
459,Villanueva De Cordoba,ES,2022-05-22 21:13:24,38.3228,-4.6287,61.47,59,0,4.88,clear sky
460,Manuk Mangkaw,PH,2022-05-22 21:13:24,4.8,119.85,83.3,70,100,3.38,overcast clouds
461,San Rafael Del Sur,NI,2022-05-22 21:13:24,11.8485,-86.4384,81.97,72,100,5.7,overcast clouds
462,Otradnoye,RU,2022-05-22 21:13:25,59.7775,30.8181,44.04,59,11,2.57,few clouds
463,Zamostea,RO,2022-05-22 21:13:25,47.8667,26.2,56.71,82,79,8.52,broken clouds
464,Minot,US,2022-05-22 21:13:25,48.2325,-101.2963,61.02,27,100,12.66,overcast clouds
465,Valparaiso,CL,2022-05-22 21:13:26,-33.0393,-71.6273,62.83,47,0,9.22,clear sky
466,Mayo,US,2022-05-22 21:13:26,38.8876,-76.5119,90.01,67,0,9.22,clear sky
467,Bahar,IR,2022-05-22 21:13:27,34.9072,48.4414,62.82,27,2,4.27,clear sky
468,Mikhaylovka,RU,2022-05-22 21:13:27,50.06,43.2379,49.78,97,100,4.29,overcast clouds
469,Mamlyutka,KZ,2022-05-22 21:13:27,54.9375,68.5394,47.08,69,100,16.22,overcast clouds
470,Paamiut,GL,2022-05-22 21:17:32,61.994,-49.6678,34.68,88,100,22.17,overcast clouds
471,Coihaique,CL,2022-05-22 21:18:16,-45.5752,-72.0662,37.35,81,40,9.22,scattered clouds
472,Kiama,AU,2022-05-22 21:20:06,-34.6833,150.8667,54.57,93,100,5.01,light rain
473,Itaituba,BR,2022-05-22 21:13:28,-4.2761,-55.9836,82.67,73,66,0.72,broken clouds
474,Sangmelima,CM,2022-05-22 21:13:28,2.9333,11.9833,67.73,99,71,3.11,broken clouds
